img_path,class_name,y,split,env,filename,group_id,context_name,context_label,image_id
images/1592922.jpg,cat,0,test,water,1592922.jpg,48,water,48,1592922
images/2344881.jpg,cat,0,test,water,2344881.jpg,48,water,48,2344881
images/2318026.jpg,cat,0,test,water,2318026.jpg,48,water,48,2318026
images/2332575.jpg,cat,0,test,water,2332575.jpg,48,water,48,2332575
images/2359938.jpg,cat,0,test,water,2359938.jpg,48,water,48,2359938
images/2327161.jpg,cat,0,test,water,2327161.jpg,48,water,48,2327161
images/2358144.jpg,cat,0,test,water,2358144.jpg,48,water,48,2358144
images/2371963.jpg,cat,0,test,water,2371963.jpg,48,water,48,2371963
images/2344206.jpg,cat,0,test,water,2344206.jpg,48,water,48,2344206
images/2349232.jpg,cat,0,test,water,2349232.jpg,48,water,48,2349232
images/2338720.jpg,cat,0,test,water,2338720.jpg,48,water,48,2338720
images/2370237.jpg,cat,0,test,water,2370237.jpg,48,water,48,2370237
images/2393038.jpg,cat,0,test,water,2393038.jpg,48,water,48,2393038
images/2382974.jpg,cat,0,test,water,2382974.jpg,48,water,48,2382974
images/2380485.jpg,cat,0,test,water,2380485.jpg,48,water,48,2380485
images/2402707.jpg,cat,0,test,water,2402707.jpg,48,water,48,2402707
images/2337686.jpg,cat,0,test,water,2337686.jpg,48,water,48,2337686
images/2315524.jpg,cat,0,test,water,2315524.jpg,48,water,48,2315524
images/2340505.jpg,cat,0,test,water,2340505.jpg,48,water,48,2340505
images/2359998.jpg,cat,0,test,water,2359998.jpg,48,water,48,2359998
images/2361670.jpg,cat,0,test,water,2361670.jpg,48,water,48,2361670
images/2405855.jpg,cat,0,test,water,2405855.jpg,48,water,48,2405855
images/2352702.jpg,cat,0,test,water,2352702.jpg,48,water,48,2352702
images/2361129.jpg,cat,0,test,water,2361129.jpg,48,water,48,2361129
images/2416473.jpg,cat,0,test,water,2416473.jpg,48,water,48,2416473
images/1593105.jpg,cat,0,test,water,1593105.jpg,48,water,48,1593105
images/2351697.jpg,cat,0,test,water,2351697.jpg,48,water,48,2351697
images/2319442.jpg,cat,0,test,water,2319442.jpg,48,water,48,2319442
images/2388317.jpg,cat,0,test,water,2388317.jpg,48,water,48,2388317
images/2340167.jpg,cat,0,test,water,2340167.jpg,48,water,48,2340167
images/2399043.jpg,cat,0,test,water,2399043.jpg,48,water,48,2399043
images/2349994.jpg,cat,0,test,water,2349994.jpg,48,water,48,2349994
images/2416707.jpg,cat,0,test,water,2416707.jpg,48,water,48,2416707
images/2336732.jpg,cat,0,test,water,2336732.jpg,48,water,48,2336732
images/2342955.jpg,cat,0,test,water,2342955.jpg,48,water,48,2342955
images/2375097.jpg,cat,0,test,water,2375097.jpg,48,water,48,2375097
images/2398075.jpg,cat,0,test,water,2398075.jpg,48,water,48,2398075
images/2356241.jpg,cat,0,test,water,2356241.jpg,48,water,48,2356241
images/2332523.jpg,cat,0,test,water,2332523.jpg,48,water,48,2332523
images/2378477.jpg,cat,0,test,water,2378477.jpg,48,water,48,2378477
images/2334353.jpg,cat,0,test,water,2334353.jpg,48,water,48,2334353
images/2381433.jpg,cat,0,test,water,2381433.jpg,48,water,48,2381433
images/2336954.jpg,cat,0,test,water,2336954.jpg,48,water,48,2336954
images/2415403.jpg,cat,0,test,water,2415403.jpg,48,water,48,2415403
images/2344463.jpg,cat,0,test,water,2344463.jpg,48,water,48,2344463
images/2416598.jpg,cat,0,test,water,2416598.jpg,48,water,48,2416598
images/2415551.jpg,cat,0,test,water,2415551.jpg,48,water,48,2415551
images/2403564.jpg,cat,0,test,water,2403564.jpg,48,water,48,2403564
images/2318450.jpg,cat,0,test,water,2318450.jpg,48,water,48,2318450
images/2361562.jpg,cat,0,test,water,2361562.jpg,48,water,48,2361562
images/2409429.jpg,cat,0,test,water,2409429.jpg,48,water,48,2409429
images/2405862.jpg,cat,0,test,water,2405862.jpg,48,water,48,2405862
images/2336212.jpg,cat,0,test,water,2336212.jpg,48,water,48,2336212
images/2405440.jpg,cat,0,test,water,2405440.jpg,48,water,48,2405440
images/2346772.jpg,cat,0,test,person,2346772.jpg,32,person,32,2346772
images/2345661.jpg,cat,0,test,person,2345661.jpg,32,person,32,2345661
images/2382665.jpg,cat,0,test,person,2382665.jpg,32,person,32,2382665
images/2370471.jpg,cat,0,test,person,2370471.jpg,32,person,32,2370471
images/2359938.jpg,cat,0,test,person,2359938.jpg,32,person,32,2359938
images/2336001.jpg,cat,0,test,person,2336001.jpg,32,person,32,2336001
images/2363975.jpg,cat,0,test,person,2363975.jpg,32,person,32,2363975
images/2328589.jpg,cat,0,test,person,2328589.jpg,32,person,32,2328589
images/2364951.jpg,cat,0,test,person,2364951.jpg,32,person,32,2364951
images/2385605.jpg,cat,0,test,person,2385605.jpg,32,person,32,2385605
images/2411356.jpg,cat,0,test,person,2411356.jpg,32,person,32,2411356
images/2366580.jpg,cat,0,test,person,2366580.jpg,32,person,32,2366580
images/2389421.jpg,cat,0,test,person,2389421.jpg,32,person,32,2389421
images/2328012.jpg,cat,0,test,person,2328012.jpg,32,person,32,2328012
images/2353927.jpg,cat,0,test,person,2353927.jpg,32,person,32,2353927
images/2405998.jpg,cat,0,test,person,2405998.jpg,32,person,32,2405998
images/2406287.jpg,cat,0,test,person,2406287.jpg,32,person,32,2406287
images/2354973.jpg,cat,0,test,person,2354973.jpg,32,person,32,2354973
images/2329048.jpg,cat,0,test,person,2329048.jpg,32,person,32,2329048
images/2369145.jpg,cat,0,test,person,2369145.jpg,32,person,32,2369145
images/2330751.jpg,cat,0,test,person,2330751.jpg,32,person,32,2330751
images/2403405.jpg,cat,0,test,person,2403405.jpg,32,person,32,2403405
images/2385874.jpg,cat,0,test,person,2385874.jpg,32,person,32,2385874
images/2410360.jpg,cat,0,test,person,2410360.jpg,32,person,32,2410360
images/2408480.jpg,cat,0,test,person,2408480.jpg,32,person,32,2408480
images/2377487.jpg,cat,0,test,person,2377487.jpg,32,person,32,2377487
images/2336235.jpg,cat,0,test,person,2336235.jpg,32,person,32,2336235
images/2333885.jpg,cat,0,test,person,2333885.jpg,32,person,32,2333885
images/2404385.jpg,cat,0,test,person,2404385.jpg,32,person,32,2404385
images/2325585.jpg,cat,0,test,person,2325585.jpg,32,person,32,2325585
images/2416473.jpg,cat,0,test,person,2416473.jpg,32,person,32,2416473
images/2341925.jpg,cat,0,test,person,2341925.jpg,32,person,32,2341925
images/2381210.jpg,cat,0,test,person,2381210.jpg,32,person,32,2381210
images/2318483.jpg,cat,0,test,person,2318483.jpg,32,person,32,2318483
images/2391709.jpg,cat,0,test,person,2391709.jpg,32,person,32,2391709
images/2374289.jpg,cat,0,test,person,2374289.jpg,32,person,32,2374289
images/2344774.jpg,cat,0,test,person,2344774.jpg,32,person,32,2344774
images/2378777.jpg,cat,0,test,person,2378777.jpg,32,person,32,2378777
images/2350113.jpg,cat,0,test,person,2350113.jpg,32,person,32,2350113
images/2352210.jpg,cat,0,test,person,2352210.jpg,32,person,32,2352210
images/2319042.jpg,cat,0,test,person,2319042.jpg,32,person,32,2319042
images/2341532.jpg,cat,0,test,person,2341532.jpg,32,person,32,2341532
images/2388477.jpg,cat,0,test,person,2388477.jpg,32,person,32,2388477
images/2354792.jpg,cat,0,test,person,2354792.jpg,32,person,32,2354792
images/2389921.jpg,cat,0,test,person,2389921.jpg,32,person,32,2389921
images/2397992.jpg,cat,0,test,person,2397992.jpg,32,person,32,2397992
images/2402079.jpg,cat,0,test,person,2402079.jpg,32,person,32,2402079
images/2336889.jpg,cat,0,test,person,2336889.jpg,32,person,32,2336889
images/2371082.jpg,cat,0,test,person,2371082.jpg,32,person,32,2371082
images/2320517.jpg,cat,0,test,person,2320517.jpg,32,person,32,2320517
images/2351586.jpg,cat,0,test,person,2351586.jpg,32,person,32,2351586
images/2374880.jpg,cat,0,test,person,2374880.jpg,32,person,32,2374880
images/2396479.jpg,cat,0,test,person,2396479.jpg,32,person,32,2396479
images/2354642.jpg,cat,0,test,person,2354642.jpg,32,person,32,2354642
images/2354755.jpg,cat,0,test,person,2354755.jpg,32,person,32,2354755
images/2408855.jpg,cat,0,test,person,2408855.jpg,32,person,32,2408855
images/2331732.jpg,cat,0,test,person,2331732.jpg,32,person,32,2331732
images/2371015.jpg,cat,0,test,person,2371015.jpg,32,person,32,2371015
images/2367774.jpg,cat,0,test,person,2367774.jpg,32,person,32,2367774
images/2340064.jpg,cat,0,test,person,2340064.jpg,32,person,32,2340064
images/2381823.jpg,cat,0,test,person,2381823.jpg,32,person,32,2381823
images/2411533.jpg,cat,0,test,person,2411533.jpg,32,person,32,2411533
images/2398234.jpg,cat,0,test,person,2398234.jpg,32,person,32,2398234
images/2409709.jpg,cat,0,test,person,2409709.jpg,32,person,32,2409709
images/2378903.jpg,cat,0,test,person,2378903.jpg,32,person,32,2378903
images/2417872.jpg,cat,0,test,person,2417872.jpg,32,person,32,2417872
images/2359053.jpg,cat,0,test,person,2359053.jpg,32,person,32,2359053
images/2334954.jpg,cat,0,test,person,2334954.jpg,32,person,32,2334954
images/2405438.jpg,cat,0,test,person,2405438.jpg,32,person,32,2405438
images/2345057.jpg,cat,0,test,person,2345057.jpg,32,person,32,2345057
images/2346461.jpg,cat,0,test,person,2346461.jpg,32,person,32,2346461
images/1592922.jpg,cat,0,test,woman,1592922.jpg,49,woman,49,1592922
images/2345661.jpg,cat,0,test,woman,2345661.jpg,49,woman,49,2345661
images/2359938.jpg,cat,0,test,woman,2359938.jpg,49,woman,49,2359938
images/2329998.jpg,cat,0,test,woman,2329998.jpg,49,woman,49,2329998
images/2320359.jpg,cat,0,test,woman,2320359.jpg,49,woman,49,2320359
images/2325832.jpg,cat,0,test,woman,2325832.jpg,49,woman,49,2325832
images/2332040.jpg,cat,0,test,woman,2332040.jpg,49,woman,49,2332040
images/2320966.jpg,cat,0,test,woman,2320966.jpg,49,woman,49,2320966
images/2348602.jpg,cat,0,test,woman,2348602.jpg,49,woman,49,2348602
images/2382515.jpg,cat,0,test,woman,2382515.jpg,49,woman,49,2382515
images/2389421.jpg,cat,0,test,woman,2389421.jpg,49,woman,49,2389421
images/498185.jpg,cat,0,test,woman,498185.jpg,49,woman,49,498185
images/2320806.jpg,cat,0,test,woman,2320806.jpg,49,woman,49,2320806
images/2388205.jpg,cat,0,test,woman,2388205.jpg,49,woman,49,2388205
images/2355258.jpg,cat,0,test,woman,2355258.jpg,49,woman,49,2355258
images/2332398.jpg,cat,0,test,woman,2332398.jpg,49,woman,49,2332398
images/2397167.jpg,cat,0,test,woman,2397167.jpg,49,woman,49,2397167
images/1160084.jpg,cat,0,test,woman,1160084.jpg,49,woman,49,1160084
images/2348317.jpg,cat,0,test,woman,2348317.jpg,49,woman,49,2348317
images/2343474.jpg,cat,0,test,woman,2343474.jpg,49,woman,49,2343474
images/2337697.jpg,cat,0,test,woman,2337697.jpg,49,woman,49,2337697
images/2400096.jpg,cat,0,test,woman,2400096.jpg,49,woman,49,2400096
images/2361396.jpg,cat,0,test,woman,2361396.jpg,49,woman,49,2361396
images/2370815.jpg,cat,0,test,woman,2370815.jpg,49,woman,49,2370815
images/2373489.jpg,cat,0,test,woman,2373489.jpg,49,woman,49,2373489
images/2412710.jpg,cat,0,test,woman,2412710.jpg,49,woman,49,2412710
images/2405440.jpg,cat,0,test,woman,2405440.jpg,49,woman,49,2405440
images/2414530.jpg,cat,0,test,woman,2414530.jpg,49,woman,49,2414530
images/2390369.jpg,cat,0,test,woman,2390369.jpg,49,woman,49,2390369
images/2414437.jpg,cat,0,test,woman,2414437.jpg,49,woman,49,2414437
images/2377487.jpg,cat,0,test,woman,2377487.jpg,49,woman,49,2377487
images/2378192.jpg,cat,0,test,woman,2378192.jpg,49,woman,49,2378192
images/2374258.jpg,cat,0,test,woman,2374258.jpg,49,woman,49,2374258
images/2413166.jpg,cat,0,test,woman,2413166.jpg,49,woman,49,2413166
images/2394149.jpg,cat,0,test,woman,2394149.jpg,49,woman,49,2394149
images/2321990.jpg,cat,0,test,woman,2321990.jpg,49,woman,49,2321990
images/2331663.jpg,cat,0,test,woman,2331663.jpg,49,woman,49,2331663
images/2329019.jpg,cat,0,test,woman,2329019.jpg,49,woman,49,2329019
images/2390342.jpg,cat,0,test,woman,2390342.jpg,49,woman,49,2390342
images/2399043.jpg,cat,0,test,woman,2399043.jpg,49,woman,49,2399043
images/2370471.jpg,cat,0,test,woman,2370471.jpg,49,woman,49,2370471
images/2401636.jpg,cat,0,test,woman,2401636.jpg,49,woman,49,2401636
images/2346461.jpg,cat,0,test,woman,2346461.jpg,49,woman,49,2346461
images/2404804.jpg,cat,0,test,woman,2404804.jpg,49,woman,49,2404804
images/2342955.jpg,cat,0,test,woman,2342955.jpg,49,woman,49,2342955
images/2391300.jpg,cat,0,test,woman,2391300.jpg,49,woman,49,2391300
images/2341528.jpg,cat,0,test,woman,2341528.jpg,49,woman,49,2341528
images/2359515.jpg,cat,0,test,woman,2359515.jpg,49,woman,49,2359515
images/2399035.jpg,cat,0,test,woman,2399035.jpg,49,woman,49,2399035
images/2328699.jpg,cat,0,test,woman,2328699.jpg,49,woman,49,2328699
images/2375613.jpg,cat,0,test,woman,2375613.jpg,49,woman,49,2375613
images/2417278.jpg,cat,0,test,woman,2417278.jpg,49,woman,49,2417278
images/2398392.jpg,cat,0,test,woman,2398392.jpg,49,woman,49,2398392
images/2365280.jpg,cat,0,test,woman,2365280.jpg,49,woman,49,2365280
images/2355955.jpg,cat,0,test,woman,2355955.jpg,49,woman,49,2355955
images/2370358.jpg,cat,0,test,woman,2370358.jpg,49,woman,49,2370358
images/498173.jpg,cat,0,test,woman,498173.jpg,49,woman,49,498173
images/2391248.jpg,cat,0,test,woman,2391248.jpg,49,woman,49,2391248
images/2416598.jpg,cat,0,test,woman,2416598.jpg,49,woman,49,2416598
images/2353942.jpg,cat,0,test,woman,2353942.jpg,49,woman,49,2353942
images/2337954.jpg,cat,0,test,woman,2337954.jpg,49,woman,49,2337954
images/2349347.jpg,cat,0,test,woman,2349347.jpg,49,woman,49,2349347
images/2325026.jpg,cat,0,test,woman,2325026.jpg,49,woman,49,2325026
images/2378301.jpg,cat,0,test,woman,2378301.jpg,49,woman,49,2378301
images/2411533.jpg,cat,0,test,woman,2411533.jpg,49,woman,49,2411533
images/2334954.jpg,cat,0,test,woman,2334954.jpg,49,woman,49,2334954
images/2395075.jpg,cat,0,test,woman,2395075.jpg,49,woman,49,2395075
images/2320229.jpg,cat,0,test,woman,2320229.jpg,49,woman,49,2320229
images/2320706.jpg,cat,0,test,woman,2320706.jpg,49,woman,49,2320706
images/2348290.jpg,cat,0,test,woman,2348290.jpg,49,woman,49,2348290
images/2411491.jpg,cat,0,test,woman,2411491.jpg,49,woman,49,2411491
images/2411640.jpg,cat,0,test,woman,2411640.jpg,49,woman,49,2411640
